function_name,docstring,function_body,file_path
forward,,"def forward(self, qkv):
    bs, n_ctx, width = qkv.shape
    attn_ch = width // self.heads // 3
    scale = 1 / math.sqrt(math.sqrt(attn_ch))
    qkv = qkv.view(bs, n_ctx, self.heads, -1)
    q, k, v = torch.split(qkv, attn_ch, dim=-1)
    weight = torch.einsum('bthc,bshc->bhts', q * scale, k * scale)
    wdtype = weight.dtype
    weight = torch.softmax(weight.float(), dim=-1).type(wdtype)
    return torch.einsum('bhts,bshc->bthc', weight, v).reshape(bs, n_ctx, -1)
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int,
    width: int, heads: int, init_scale: float=1.0):
    super().__init__()
    self.attn = MultiheadAttention(device=device, dtype=dtype, n_ctx=n_ctx,
        width=width, heads=heads, init_scale=init_scale)
    self.ln_1 = nn.LayerNorm(width, device=device, dtype=dtype)
    self.mlp = MLP(device=device, dtype=dtype, width=width, init_scale=
        init_scale)
    self.ln_2 = nn.LayerNorm(width, device=device, dtype=dtype)
",point_e\models\transformer.py
forward,,"def forward(self, x: torch.Tensor):
    x = x + self.attn(self.ln_1(x))
    x = x + self.mlp(self.ln_2(x))
    return x
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int,
    width: int, layers: int, heads: int, init_scale: float=0.25):
    super().__init__()
    self.n_ctx = n_ctx
    self.width = width
    self.layers = layers
    init_scale = init_scale * math.sqrt(1.0 / width)
    self.resblocks = nn.ModuleList([ResidualAttentionBlock(device=device,
        dtype=dtype, n_ctx=n_ctx, width=width, heads=heads, init_scale=
        init_scale) for _ in range(layers)])
",point_e\models\transformer.py
forward,,"def forward(self, x: torch.Tensor):
    for block in self.resblocks:
        x = block(x)
    return x
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype,
    input_channels: int=3, output_channels: int=3, n_ctx: int=1024, width:
    int=512, layers: int=12, heads: int=8, init_scale: float=0.25,
    time_token_cond: bool=False):
    super().__init__()
    self.input_channels = input_channels
    self.output_channels = output_channels
    self.n_ctx = n_ctx
    self.time_token_cond = time_token_cond
    self.time_embed = MLP(device=device, dtype=dtype, width=width,
        init_scale=init_scale * math.sqrt(1.0 / width))
    self.ln_pre = nn.LayerNorm(width, device=device, dtype=dtype)
    self.backbone = Transformer(device=device, dtype=dtype, n_ctx=n_ctx +
        int(time_token_cond), width=width, layers=layers, heads=heads,
        init_scale=init_scale)
    self.ln_post = nn.LayerNorm(width, device=device, dtype=dtype)
    self.input_proj = nn.Linear(input_channels, width, device=device, dtype
        =dtype)
    self.output_proj = nn.Linear(width, output_channels, device=device,
        dtype=dtype)
    with torch.no_grad():
        self.output_proj.weight.zero_()
        self.output_proj.bias.zero_()
",point_e\models\transformer.py
forward,":param x: an [N x C x T] tensor.
:param t: an [N] tensor.
:return: an [N x C' x T] tensor.","def forward(self, x: torch.Tensor, t: torch.Tensor):
    """"""""""""
    assert x.shape[-1] == self.n_ctx
    t_embed = self.time_embed(timestep_embedding(t, self.backbone.width))
    return self._forward_with_cond(x, [(t_embed, self.time_token_cond)])
",point_e\models\transformer.py
_forward_with_cond,,"def _forward_with_cond(self, x: torch.Tensor, cond_as_token: List[Tuple[
    torch.Tensor, bool]]) ->torch.Tensor:
    h = self.input_proj(x.permute(0, 2, 1))
    for emb, as_token in cond_as_token:
        if not as_token:
            h = h + emb[:, None]
    extra_tokens = [(emb[:, None] if len(emb.shape) == 2 else emb) for emb,
        as_token in cond_as_token if as_token]
    if len(extra_tokens):
        h = torch.cat(extra_tokens + [h], dim=1)
    h = self.ln_pre(h)
    h = self.backbone(h)
    h = self.ln_post(h)
    if len(extra_tokens):
        h = h[:, sum(h.shape[1] for h in extra_tokens):]
    h = self.output_proj(h)
    return h.permute(0, 2, 1)
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int=
    1024, token_cond: bool=False, cond_drop_prob: float=0.0, frozen_clip:
    bool=True, cache_dir: Optional[str]=None, **kwargs):
    super().__init__(device=device, dtype=dtype, n_ctx=n_ctx + int(
        token_cond), **kwargs)
    self.n_ctx = n_ctx
    self.token_cond = token_cond
    self.clip = (FrozenImageCLIP if frozen_clip else ImageCLIP)(device,
        cache_dir=cache_dir)
    self.clip_embed = nn.Linear(self.clip.feature_dim, self.backbone.width,
        device=device, dtype=dtype)
    self.cond_drop_prob = cond_drop_prob
",point_e\models\transformer.py
cached_model_kwargs,,"def cached_model_kwargs(self, batch_size: int, model_kwargs: Dict[str, Any]
    ) ->Dict[str, Any]:
    with torch.no_grad():
        return dict(embeddings=self.clip(batch_size, **model_kwargs))
",point_e\models\transformer.py
forward,":param x: an [N x C x T] tensor.
:param t: an [N] tensor.
:param images: a batch of images to condition on.
:param texts: a batch of texts to condition on.
:param embeddings: a batch of CLIP embeddings to condition on.
:return: an [N x C' x T] tensor.","def forward(self, x: torch.Tensor, t: torch.Tensor, images: Optional[
    Iterable[Optional[ImageType]]]=None, texts: Optional[Iterable[Optional[
    str]]]=None, embeddings: Optional[Iterable[Optional[torch.Tensor]]]=None):
    """"""""""""
    assert x.shape[-1] == self.n_ctx
    t_embed = self.time_embed(timestep_embedding(t, self.backbone.width))
    clip_out = self.clip(batch_size=len(x), images=images, texts=texts,
        embeddings=embeddings)
    assert len(clip_out.shape) == 2 and clip_out.shape[0] == x.shape[0]
    if self.training:
        mask = torch.rand(size=[len(x)]) >= self.cond_drop_prob
        clip_out = clip_out * mask[:, None].to(clip_out)
    clip_out = math.sqrt(clip_out.shape[1]) * clip_out
    clip_embed = self.clip_embed(clip_out)
    cond = [(clip_embed, self.token_cond), (t_embed, self.time_token_cond)]
    return self._forward_with_cond(x, cond)
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int=
    1024, cond_drop_prob: float=0.0, frozen_clip: bool=True, cache_dir:
    Optional[str]=None, **kwargs):
    clip = (FrozenImageCLIP if frozen_clip else ImageCLIP)(device,
        cache_dir=cache_dir)
    super().__init__(device=device, dtype=dtype, n_ctx=n_ctx + clip.
        grid_size ** 2, **kwargs)
    self.n_ctx = n_ctx
    self.clip = clip
    self.clip_embed = nn.Sequential(nn.LayerNorm(normalized_shape=(self.
        clip.grid_feature_dim,), device=device, dtype=dtype), nn.Linear(
        self.clip.grid_feature_dim, self.backbone.width, device=device,
        dtype=dtype))
    self.cond_drop_prob = cond_drop_prob
",point_e\models\transformer.py
cached_model_kwargs,,"def cached_model_kwargs(self, batch_size: int, model_kwargs: Dict[str, Any]
    ) ->Dict[str, Any]:
    _ = batch_size
    with torch.no_grad():
        return dict(embeddings=self.clip.embed_images_grid(model_kwargs[
            'images']))
",point_e\models\transformer.py
forward,":param x: an [N x C x T] tensor.
:param t: an [N] tensor.
:param images: a batch of images to condition on.
:param embeddings: a batch of CLIP latent grids to condition on.
:return: an [N x C' x T] tensor.","def forward(self, x: torch.Tensor, t: torch.Tensor, images: Optional[
    Iterable[ImageType]]=None, embeddings: Optional[Iterable[torch.Tensor]]
    =None):
    """"""""""""
    assert images is not None or embeddings is not None, 'must specify images or embeddings'
    assert images is None or embeddings is None, 'cannot specify both images and embeddings'
    assert x.shape[-1] == self.n_ctx
    t_embed = self.time_embed(timestep_embedding(t, self.backbone.width))
    if images is not None:
        clip_out = self.clip.embed_images_grid(images)
    else:
        clip_out = embeddings
    if self.training:
        mask = torch.rand(size=[len(x)]) >= self.cond_drop_prob
        clip_out = clip_out * mask[:, None, None].to(clip_out)
    clip_out = clip_out.permute(0, 2, 1)
    clip_embed = self.clip_embed(clip_out)
    cond = [(t_embed, self.time_token_cond), (clip_embed, True)]
    return self._forward_with_cond(x, cond)
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype,
    cond_input_channels: Optional[int]=None, cond_ctx: int=1024, n_ctx: int
    =4096 - 1024, channel_scales: Optional[Sequence[float]]=None,
    channel_biases: Optional[Sequence[float]]=None, **kwargs):
    super().__init__(device=device, dtype=dtype, n_ctx=n_ctx + cond_ctx, **
        kwargs)
    self.n_ctx = n_ctx
    self.cond_input_channels = cond_input_channels or self.input_channels
    self.cond_point_proj = nn.Linear(self.cond_input_channels, self.
        backbone.width, device=device, dtype=dtype)
    self.register_buffer('channel_scales', torch.tensor(channel_scales,
        dtype=dtype, device=device) if channel_scales is not None else None)
    self.register_buffer('channel_biases', torch.tensor(channel_biases,
        dtype=dtype, device=device) if channel_biases is not None else None)
",point_e\models\transformer.py
forward,":param x: an [N x C1 x T] tensor.
:param t: an [N] tensor.
:param low_res: an [N x C2 x T'] tensor of conditioning points.
:return: an [N x C3 x T] tensor.","def forward(self, x: torch.Tensor, t: torch.Tensor, *, low_res: torch.Tensor):
    """"""""""""
    assert x.shape[-1] == self.n_ctx
    t_embed = self.time_embed(timestep_embedding(t, self.backbone.width))
    low_res_embed = self._embed_low_res(low_res)
    cond = [(t_embed, self.time_token_cond), (low_res_embed, True)]
    return self._forward_with_cond(x, cond)
",point_e\models\transformer.py
_embed_low_res,,"def _embed_low_res(self, x: torch.Tensor) ->torch.Tensor:
    if self.channel_scales is not None:
        x = x * self.channel_scales[None, :, None]
    if self.channel_biases is not None:
        x = x + self.channel_biases[None, :, None]
    return self.cond_point_proj(x.permute(0, 2, 1))
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int=
    4096 - 1024, cond_drop_prob: float=0.0, frozen_clip: bool=True,
    cache_dir: Optional[str]=None, **kwargs):
    clip = (FrozenImageCLIP if frozen_clip else ImageCLIP)(device,
        cache_dir=cache_dir)
    super().__init__(device=device, dtype=dtype, n_ctx=n_ctx + clip.
        grid_size ** 2, **kwargs)
    self.n_ctx = n_ctx
    self.clip = clip
    self.clip_embed = nn.Sequential(nn.LayerNorm(normalized_shape=(self.
        clip.grid_feature_dim,), device=device, dtype=dtype), nn.Linear(
        self.clip.grid_feature_dim, self.backbone.width, device=device,
        dtype=dtype))
    self.cond_drop_prob = cond_drop_prob
",point_e\models\transformer.py
cached_model_kwargs,,"def cached_model_kwargs(self, batch_size: int, model_kwargs: Dict[str, Any]
    ) ->Dict[str, Any]:
    if 'images' not in model_kwargs:
        zero_emb = torch.zeros([batch_size, self.clip.grid_feature_dim, 
            self.clip.grid_size ** 2], device=next(self.parameters()).device)
        return dict(embeddings=zero_emb, low_res=model_kwargs['low_res'])
    with torch.no_grad():
        return dict(embeddings=self.clip.embed_images_grid(model_kwargs[
            'images']), low_res=model_kwargs['low_res'])
",point_e\models\transformer.py
forward,":param x: an [N x C1 x T] tensor.
:param t: an [N] tensor.
:param low_res: an [N x C2 x T'] tensor of conditioning points.
:param images: a batch of images to condition on.
:param embeddings: a batch of CLIP latent grids to condition on.
:return: an [N x C3 x T] tensor.","def forward(self, x: torch.Tensor, t: torch.Tensor, *, low_res: torch.
    Tensor, images: Optional[Iterable[ImageType]]=None, embeddings:
    Optional[Iterable[torch.Tensor]]=None):
    """"""""""""
    assert x.shape[-1] == self.n_ctx
    t_embed = self.time_embed(timestep_embedding(t, self.backbone.width))
    low_res_embed = self._embed_low_res(low_res)
    if images is not None:
        clip_out = self.clip.embed_images_grid(images)
    elif embeddings is not None:
        clip_out = embeddings
    else:
        clip_out = torch.zeros([len(x), self.clip.grid_feature_dim, self.
            clip.grid_size ** 2], dtype=x.dtype, device=x.device)
    if self.training:
        mask = torch.rand(size=[len(x)]) >= self.cond_drop_prob
        clip_out = clip_out * mask[:, None, None].to(clip_out)
    clip_out = clip_out.permute(0, 2, 1)
    clip_embed = self.clip_embed(clip_out)
    cond = [(t_embed, self.time_token_cond), (clip_embed, True), (
        low_res_embed, True)]
    return self._forward_with_cond(x, cond)
",point_e\models\transformer.py
timestep_embedding,"Create sinusoidal timestep embeddings.
:param timesteps: a 1-D Tensor of N indices, one per batch element.
                  These may be fractional.
:param dim: the dimension of the output.
:param max_period: controls the minimum frequency of the embeddings.
:return: an [N x dim] Tensor of positional embeddings.","def timestep_embedding(timesteps, dim, max_period=10000):
    """"""""""""
    half = dim // 2
    freqs = torch.exp(-math.log(max_period) * torch.arange(start=0, end=
        half, dtype=torch.float32) / half).to(device=timesteps.device)
    args = timesteps[:, None].to(timesteps.dtype) * freqs[None]
    embedding = torch.cat([torch.cos(args), torch.sin(args)], dim=-1)
    if dim % 2:
        embedding = torch.cat([embedding, torch.zeros_like(embedding[:, :1]
            )], dim=-1)
    return embedding
",point_e\models\util.py
load,Load the mesh from a .npz file.,"@classmethod
def load(cls, f: Union[str, BinaryIO]) ->'TriMesh':
    """"""""""""
    if isinstance(f, str):
        with open(f, 'rb') as reader:
            return cls.load(reader)
    else:
        obj = np.load(f)
        keys = list(obj.keys())
        verts = obj['verts']
        faces = obj['faces']
        normals = obj['normals'] if 'normals' in keys else None
        vertex_channels = {}
        face_channels = {}
        for key in keys:
            if key.startswith('v_'):
                vertex_channels[key[2:]] = obj[key]
            elif key.startswith('f_'):
                face_channels[key[2:]] = obj[key]
        return cls(verts=verts, faces=faces, normals=normals,
            vertex_channels=vertex_channels, face_channels=face_channels)
",point_e\util\mesh.py
save,Save the mesh to a .npz file.,"def save(self, f: Union[str, BinaryIO]):
    """"""""""""
    if isinstance(f, str):
        with open(f, 'wb') as writer:
            self.save(writer)
    else:
        obj_dict = dict(verts=self.verts, faces=self.faces)
        if self.normals is not None:
            obj_dict['normals'] = self.normals
        for k, v in self.vertex_channels.items():
            obj_dict[f'v_{k}'] = v
        for k, v in self.face_channels.items():
            obj_dict[f'f_{k}'] = v
        np.savez(f, **obj_dict)
",point_e\util\mesh.py
has_vertex_colors,,"def has_vertex_colors(self) ->bool:
    return self.vertex_channels is not None and all(x in self.
        vertex_channels for x in 'RGB')
",point_e\util\mesh.py
write_ply,,"def write_ply(self, raw_f: BinaryIO):
    write_ply(raw_f, coords=self.verts, rgb=np.stack([self.vertex_channels[
        x] for x in 'RGB'], axis=1) if self.has_vertex_colors() else None,
        faces=self.faces)
",point_e\util\mesh.py
marching_cubes_mesh,"Run marching cubes on the SDF predicted from a point cloud to produce a
mesh representing the 3D surface.

:param pc: the point cloud to apply marching cubes to.
:param model: the model to use to predict SDF values.
:param grid_size: the number of samples along each axis. A total of
                  grid_size**3 function evaluations are performed.
:param side_length: the size of the cube containing the model, which is
                    assumed to be centered at the origin.
:param fill_vertex_channels: if True, use the nearest neighbor of each mesh
                             vertex in the point cloud to compute vertex
                             data (e.g. colors).","def marching_cubes_mesh(pc: PointCloud, model: PointCloudSDFModel,
    batch_size: int=4096, grid_size: int=128, side_length: float=1.02,
    fill_vertex_channels: bool=True, progress: bool=False) ->TriMesh:
    """"""""""""
    voxel_size = side_length / (grid_size - 1)
    min_coord = -side_length / 2

    def int_coord_to_float(int_coords: torch.Tensor) ->torch.Tensor:
        return int_coords.float() * voxel_size + min_coord
    with torch.no_grad():
        cond = model.encode_point_clouds(torch.from_numpy(pc.coords).
            permute(1, 0).to(model.device)[None])
    indices = range(0, grid_size ** 3, batch_size)
    if progress:
        indices = tqdm(indices)
    volume = []
    for i in indices:
        indices = torch.arange(i, min(i + batch_size, grid_size ** 3), step
            =1, dtype=torch.int64, device=model.device)
        zs = int_coord_to_float(indices % grid_size)
        ys = int_coord_to_float(torch.div(indices, grid_size, rounding_mode
            ='trunc') % grid_size)
        xs = int_coord_to_float(torch.div(indices, grid_size ** 2,
            rounding_mode='trunc'))
        coords = torch.stack([xs, ys, zs], dim=0)
        with torch.no_grad():
            volume.append(model(coords[None], encoded=cond)[0])
    volume_np = torch.cat(volume).view(grid_size, grid_size, grid_size).cpu(
        ).numpy()
    if np.all(volume_np < 0) or np.all(volume_np > 0):
        volume_np -= np.mean(volume_np)
    verts, faces, normals, _ = skimage.measure.marching_cubes(volume=
        volume_np, level=0, allow_degenerate=False, spacing=(voxel_size,) * 3)
    old_f1 = faces[:, 0].copy()
    faces[:, 0] = faces[:, 1]
    faces[:, 1] = old_f1
    verts += min_coord
    return TriMesh(verts=verts, faces=faces, normals=normals,
        vertex_channels=None if not fill_vertex_channels else
        _nearest_vertex_channels(pc, verts))
",point_e\util\pc_to_mesh.py
_nearest_vertex_channels,,"def _nearest_vertex_channels(pc: PointCloud, verts: np.ndarray) ->Dict[str,
    np.ndarray]:
    nearest = pc.nearest_points(verts)
    return {ch: arr[nearest] for ch, arr in pc.channels.items()}
",point_e\util\pc_to_mesh.py
plot_point_cloud,"Render a point cloud as a plot to the given image path.

:param pc: the PointCloud to plot.
:param image_path: the path to save the image, with a file extension.
:param color: if True, show the RGB colors from the point cloud.
:param grid_size: the number of random rotations to render.","def plot_point_cloud(pc: PointCloud, color: bool=True, grid_size: int=1,
    fixed_bounds: Optional[Tuple[Tuple[float, float, float], Tuple[float,
    float, float]]]=((-0.75, -0.75, -0.75), (0.75, 0.75, 0.75))):
    """"""""""""
    fig = plt.figure(figsize=(8, 8))
    for i in range(grid_size):
        for j in range(grid_size):
            ax = fig.add_subplot(grid_size, grid_size, 1 + j + i *
                grid_size, projection='3d')
            color_args = {}
            if color:
                color_args['c'] = np.stack([pc.channels['R'], pc.channels[
                    'G'], pc.channels['B']], axis=-1)
            c = pc.coords
            if grid_size > 1:
                theta = np.pi * 2 * (i * grid_size + j) / grid_size ** 2
                rotation = np.array([[np.cos(theta), -np.sin(theta), 0.0],
                    [np.sin(theta), np.cos(theta), 0.0], [0.0, 0.0, 1.0]])
                c = c @ rotation
            ax.scatter(c[:, 0], c[:, 1], c[:, 2], **color_args)
            if fixed_bounds is None:
                min_point = c.min(0)
                max_point = c.max(0)
                size = (max_point - min_point).max() / 2
                center = (min_point + max_point) / 2
                ax.set_xlim3d(center[0] - size, center[0] + size)
                ax.set_ylim3d(center[1] - size, center[1] + size)
                ax.set_zlim3d(center[2] - size, center[2] + size)
            else:
                ax.set_xlim3d(fixed_bounds[0][0], fixed_bounds[1][0])
                ax.set_ylim3d(fixed_bounds[0][1], fixed_bounds[1][1])
                ax.set_zlim3d(fixed_bounds[0][2], fixed_bounds[1][2])
    return fig
",point_e\util\plotting.py
write_ply,"Write a PLY file for a mesh or a point cloud.

:param coords: an [N x 3] array of floating point coordinates.
:param rgb: an [N x 3] array of vertex colors, in the range [0.0, 1.0].
:param faces: an [N x 3] array of triangles encoded as integer indices.","def write_ply(raw_f: BinaryIO, coords: np.ndarray, rgb: Optional[np.ndarray
    ]=None, faces: Optional[np.ndarray]=None):
    """"""""""""
    with buffered_writer(raw_f) as f:
        f.write(b'ply\n')
        f.write(b'format binary_little_endian 1.0\n')
        f.write(bytes(f'element vertex {len(coords)}\n', 'ascii'))
        f.write(b'property float x\n')
        f.write(b'property float y\n')
        f.write(b'property float z\n')
        if rgb is not None:
            f.write(b'property uchar red\n')
            f.write(b'property uchar green\n')
            f.write(b'property uchar blue\n')
        if faces is not None:
            f.write(bytes(f'element face {len(faces)}\n', 'ascii'))
            f.write(b'property list uchar int vertex_index\n')
        f.write(b'end_header\n')
        if rgb is not None:
            rgb = (rgb * 255.499).round().astype(int)
            vertices = [(*coord, *rgb) for coord, rgb in zip(coords.tolist(
                ), rgb.tolist())]
            format = struct.Struct('<3f3B')
            for item in vertices:
                f.write(format.pack(*item))
        else:
            format = struct.Struct('<3f')
            for vertex in coords.tolist():
                f.write(format.pack(*vertex))
        if faces is not None:
            format = struct.Struct('<B3I')
            for tri in faces.tolist():
                f.write(format.pack(len(tri), *tri))
",point_e\util\ply_util.py
buffered_writer,,"@contextmanager
def buffered_writer(raw_f: BinaryIO) ->Iterator[io.BufferedIOBase]:
    if isinstance(raw_f, io.BufferedIOBase):
        yield raw_f
    else:
        f = io.BufferedWriter(raw_f)
        yield f
        f.flush()
",point_e\util\ply_util.py
preprocess,,"def preprocess(data, channel):
    if channel in COLORS:
        return np.round(data * 255.0)
    return data
",point_e\util\point_cloud.py
load,Load the point cloud from a .npz file.,"@classmethod
def load(cls, f: Union[str, BinaryIO]) ->'PointCloud':
    """"""""""""
    if isinstance(f, str):
        with open(f, 'rb') as reader:
            return cls.load(reader)
    else:
        obj = np.load(f)
        keys = list(obj.keys())
        return PointCloud(coords=obj['coords'], channels={k: obj[k] for k in
            keys if k != 'coords'})
",point_e\util\point_cloud.py
save,Save the point cloud to a .npz file.,"def save(self, f: Union[str, BinaryIO]):
    """"""""""""
    if isinstance(f, str):
        with open(f, 'wb') as writer:
            self.save(writer)
    else:
        np.savez(f, coords=self.coords, **self.channels)
",point_e\util\point_cloud.py
write_ply,,"def write_ply(self, raw_f: BinaryIO):
    write_ply(raw_f, coords=self.coords, rgb=np.stack([self.channels[x] for
        x in 'RGB'], axis=1) if all(x in self.channels for x in 'RGB') else
        None)
",point_e\util\point_cloud.py
random_sample,"Sample a random subset of this PointCloud.

:param num_points: maximum number of points to sample.
:param subsample_kwargs: arguments to self.subsample().
:return: a reduced PointCloud, or self if num_points is not less than
         the current number of points.","def random_sample(self, num_points: int, **subsample_kwargs) ->'PointCloud':
    """"""""""""
    if len(self.coords) <= num_points:
        return self
    indices = np.random.choice(len(self.coords), size=(num_points,),
        replace=False)
    return self.subsample(indices, **subsample_kwargs)
",point_e\util\point_cloud.py
farthest_point_sample,"Sample a subset of the point cloud that is evenly distributed in space.

First, a random point is selected. Then each successive point is chosen
such that it is furthest from the currently selected points.

The time complexity of this operation is O(NM), where N is the original
number of points and M is the reduced number. Therefore, performance
can be improved by randomly subsampling points with random_sample()
before running farthest_point_sample().

:param num_points: maximum number of points to sample.
:param init_idx: if specified, the first point to sample.
:param subsample_kwargs: arguments to self.subsample().
:return: a reduced PointCloud, or self if num_points is not less than
         the current number of points.","def farthest_point_sample(self, num_points: int, init_idx: Optional[int]=
    None, **subsample_kwargs) ->'PointCloud':
    """"""""""""
    if len(self.coords) <= num_points:
        return self
    init_idx = random.randrange(len(self.coords)
        ) if init_idx is None else init_idx
    indices = np.zeros([num_points], dtype=np.int64)
    indices[0] = init_idx
    sq_norms = np.sum(self.coords ** 2, axis=-1)

    def compute_dists(idx: int):
        return sq_norms + sq_norms[idx] - 2 * (self.coords @ self.coords[idx])
    cur_dists = compute_dists(init_idx)
    for i in range(1, num_points):
        idx = np.argmax(cur_dists)
        indices[i] = idx
        cur_dists = np.minimum(cur_dists, compute_dists(idx))
    return self.subsample(indices, **subsample_kwargs)
",point_e\util\point_cloud.py
subsample,,"def subsample(self, indices: np.ndarray, average_neighbors: bool=False
    ) ->'PointCloud':
    if not average_neighbors:
        return PointCloud(coords=self.coords[indices], channels={k: v[
            indices] for k, v in self.channels.items()})
    new_coords = self.coords[indices]
    neighbor_indices = PointCloud(coords=new_coords, channels={}
        ).nearest_points(self.coords)
    neighbor_indices[indices] = np.arange(len(indices))
    new_channels = {}
    for k, v in self.channels.items():
        v_sum = np.zeros_like(v[:len(indices)])
        v_count = np.zeros_like(v[:len(indices)])
        np.add.at(v_sum, neighbor_indices, v)
        np.add.at(v_count, neighbor_indices, 1)
        new_channels[k] = v_sum / v_count
    return PointCloud(coords=new_coords, channels=new_channels)
",point_e\util\point_cloud.py
select_channels,,"def select_channels(self, channel_names: List[str]) ->np.ndarray:
    data = np.stack([preprocess(self.channels[name], name) for name in
        channel_names], axis=-1)
    return data
",point_e\util\point_cloud.py
nearest_points,"For each point in another set of points, compute the point in this
pointcloud which is closest.

:param points: an [N x 3] array of points.
:param batch_size: the number of neighbor distances to compute at once.
                   Smaller values save memory, while larger values may
                   make the computation faster.
:return: an [N] array of indices into self.coords.","def nearest_points(self, points: np.ndarray, batch_size: int=16384
    ) ->np.ndarray:
    """"""""""""
    norms = np.sum(self.coords ** 2, axis=-1)
    all_indices = []
    for i in range(0, len(points), batch_size):
        batch = points[i:i + batch_size]
        dists = norms + np.sum(batch ** 2, axis=-1)[:, None] - 2 * (batch @
            self.coords.T)
        all_indices.append(np.argmin(dists, axis=-1))
    return np.concatenate(all_indices, axis=0)
",point_e\util\point_cloud.py
combine,,"def combine(self, other: 'PointCloud') ->'PointCloud':
    assert self.channels.keys() == other.channels.keys()
    return PointCloud(coords=np.concatenate([self.coords, other.coords],
        axis=0), channels={k: np.concatenate([v, other.channels[k]], axis=0
        ) for k, v in self.channels.items()})
",point_e\util\point_cloud.py
